Day,numGames,numSessions,DayNum,hasGame
3/14/15,0,4528,1207,FALSE
6/18/15,0,2428,1303,FALSE
5/1/12,0,834,161,FALSE
5/20/14,0,1772,909,FALSE
1/23/14,0,4061,792,FALSE
3/19/13,0,1349,482,FALSE
1/3/15,0,6903,1137,FALSE
6/16/13,0,1072,571,FALSE
4/10/13,0,1167,504,FALSE
8/31/13,0,5629,647,FALSE
8/11/13,0,1390,627,FALSE
7/10/14,0,1648,960,FALSE
11/5/15,1,6203,1443,TRUE
4/19/14,0,2413,878,FALSE
5/14/15,0,2245,1268,FALSE
1/25/15,0,7191,1159,FALSE
9/22/15,0,8390,1399,FALSE
12/24/14,0,7074,1127,FALSE
6/5/14,0,1700,925,FALSE
7/29/12,0,713,249,FALSE
9/13/14,0,9660,1025,FALSE
6/17/12,0,677,207,FALSE
4/7/16,0,2872,1597,FALSE
8/17/13,0,1197,633,FALSE
4/1/15,0,2943,1225,FALSE
12/24/11,13,2044,36,TRUE
3/4/12,0,1257,103,FALSE
5/13/12,0,798,172,FALSE
12/7/14,14,5589,1110,TRUE
2/21/12,0,1488,91,FALSE
11/27/15,0,7941,1465,FALSE
12/30/13,0,5324,768,FALSE
12/15/14,1,4317,1118,TRUE
7/10/12,0,639,230,FALSE
12/26/12,0,3756,399,FALSE
10/1/14,0,6429,1043,FALSE
5/14/12,0,827,173,FALSE
11/1/15,12,7504,1439,TRUE
7/3/14,0,1715,953,FALSE
10/4/14,0,8323,1046,FALSE
11/13/13,0,2327,721,FALSE
4/10/14,0,1802,869,FALSE
6/3/13,0,1042,558,FALSE
9/5/12,1,5336,287,TRUE
4/5/14,0,2781,864,FALSE
4/30/12,0,1030,160,FALSE
7/18/15,0,2300,1333,FALSE
9/25/13,0,3045,672,FALSE
3/11/13,0,1463,474,FALSE
4/18/14,0,2376,877,FALSE
12/1/13,12,3616,739,TRUE
1/13/16,0,6250,1512,FALSE
5/23/12,0,612,182,FALSE
1/5/15,0,5403,1139,FALSE
3/17/12,0,911,116,FALSE
3/27/14,0,2228,855,FALSE
10/17/15,0,8558,1424,FALSE
5/29/15,0,2325,1283,FALSE
4/20/12,0,725,150,FALSE
10/29/13,0,2674,706,FALSE
5/4/15,0,2648,1258,FALSE
6/1/13,0,1185,556,FALSE
11/4/13,1,2577,712,TRUE
9/19/14,0,7176,1031,FALSE
8/27/14,0,13226,1008,FALSE
1/28/16,0,6578,1527,FALSE
10/6/14,1,6173,1048,TRUE
2/11/15,0,3881,1176,FALSE
4/10/12,0,826,140,FALSE
3/18/16,0,3652,1577,FALSE
9/11/14,1,7457,1023,TRUE
3/20/15,0,3174,1213,FALSE
1/24/12,0,1860,64,FALSE
2/7/12,0,1464,78,FALSE
6/22/12,0,665,212,FALSE
